position,person,personID,start,end
President,Abdiqasim Salad Hassan,Q308184,2000-08-27,2004-10-14
President,Abdullahi Yusuf Ahmed,Q215585,2004-10-14,2008-12-29
President,Adan Mohamed Nuur Madobe,Q2744150,2008-12-29,2009-01-31
President,Sharif Sheikh Ahmed,Q270783,2009-01-31,2012-08-20
President,Muse Hassan Sheikh Sayid Abdulle,Q6940437,2012-08-20,2012-08-28
President,Mohamed Osman Jawari,Q646182,2012-08-28,2012-09-16
President,Hassan Sheikh Mohamud,Q319153,2012-09-10,2017-02-16
President,Mohamed Abdullahi Farmajo,Q558575,2017-02-16,2022-05-15
President,Hassan Sheikh Mohamud,Q319153,2022-05-15,
Prime Minister,Ali Khalif Galaydh,Q1397035,2000-10-08,2001-10-28
Prime Minister,Osman Jama Ali,Q732073,2001-10-28,2001-11-12
Prime Minister,Hassan Abshir Farah,Q572660,2001-11-12,2003-12-08
Prime Minister,Abdi Yusuf hussein,Q1397020,2003-12-08,2004-11-03
Prime Minister,Ali Mohammed Ghedi,Q355468,2004-12-23,2007-10-30
Prime Minister,Salim Aliyow Ibrow,Q1380263,2007-10-30,2007-11-24
Prime Minister,Nur Hassan Hussein,Q451302,2007-11-24,2009-02-14
Prime Minister,Omar Abdirashid Ali Sharmarke,Q57899,2009-02-14,2010-09-24
Prime Minister,Abdiwahid Elmi Gonjeh,Q4381342,2010-09-24,2010-11-01
Prime Minister,Mohamed Abdullahi Farmajo,Q558575,2010-10-31,2011-06-19
Prime Minister,Abdiweli Mohamed Ali,Q1777401,2011-06-19,2012-08-20
Prime Minister,Abdiweli Mohamed Ali,Q1777401,2012-08-20,2012-10-17
Prime Minister,Abdi Farah Shirdon,Q682738,2012-10-17,2013-12-21
Prime Minister,Abdiweli Sheikh Ahmed,Q15302843,2013-12-21,2014-12-24
Prime Minister,Omar Abdirashid Ali Sharmarke,Q57899,2014-12-24,2017-03-01
Prime Minister,Hassan Ali Khayre,Q28824125,2017-03-01,2020-07-25
Prime Minister,Mahdi Mohammed Gulaid,Q97703983,2020-07-25,2020-09
Prime Minister,Mohamed Hussein Roble,Q99605101,2020-09-23,2022-06-15
Prime Minister,Hamza Abdi Barre,Q112598575,2022-06-15,
Minister of Agriculture And Irrigation,Said Hussein Iid,Q18764136,2015-01-27,
Minister of Air Transport and Aviation,Mohamed Abdullahi Salad,Q107722504,2020-10-24,
Minister of Commerce and Industry,Adan Mohamed Nuur Madobe,Q2744150,2014-01-17,2015-01-12
Minister of Commerce and Industry,Khalif Abdi Omar,Q107722487,2020-10-24,
Minister of Constitutional Affairs,Salah Jama,Q107722390,2020-10-24,
Minister of Defence,Hussein Sheikh Abdirahman,Q24529631,2008,2008
Minister of Defence,Mohamed Abdi Mohamed,Q15131027,2009-02-21,2010-11-10
Minister of Defence,Abdihakim Mohamoud Haji-Faqi,Q4664968,2010-11-12,2011-07-20
Minister of Defence,Hussein Arab Isse,Q16730085,2011-07-20,2012-11-04
Minister of Defence,Abdihakim Mohamoud Haji-Faqi,Q4664968,2012-11-04,2014-01-17
Minister of Defence,Mohamed Sheikh Hassan,Q16732727,2014-01-17,2015-01-27
Minister of Defence,Abdulkadir Sheikh Dini,Q16728578,2015-01-27,2017-03-21
Minister of Defence,Abdirashid Abdullahi Mohamed,Q29452535,2017-03-21,2017-10-12
Minister of Defence,Hassan Hussien Haji,Q107722514,2020-10-24,
Minister of Education,Abdullahi Abukar Haji,Q107722530,2020-10-24,
Minister of Finance,Abdirahman Beileh,Q16199176,2017-03-29,
Minister of Fisheries and Marine Resources,Abdullahi Bidhan Warsame,Q107722528,2020-10-24,
Minister of Foreign Affairs,Ismail Mahmud Hurre,Q3155411,2000,2002
Minister of Foreign Affairs,Yusuf Hassan Ibrahim,Q2602010,2002,2004
Minister of Foreign Affairs,Abdullahi Sheikh Ismail,Q4666136,2004,2006
Minister of Foreign Affairs,Ismail Mahmud Hurre,Q3155411,2006,2007
Minister of Foreign Affairs,Muhammad Ali Hamoud,Q98705017,2007,2008
Minister of Foreign Affairs,Hussein Elabe Fahiye,Q98708509,2007,2007
Minister of Foreign Affairs,Ali Ahmed Jama Jangali,Q16730150,2008,2009
Minister of Foreign Affairs,Ali Ahmed Jama Jangali,Q16730150,2009,2010
Minister of Foreign Affairs,Mohamed Abdullahi Omaar,Q13522501,2009-02-20,2009
Minister of Foreign Affairs,Yusuf Hassan Ibrahim,Q2602010,2010,2010-11-12
Minister of Foreign Affairs,Mohamed Abdullahi Omaar,Q13522501,2010-11-12,2012-02-20
Minister of Foreign Affairs,Abdullahi Haji Hassan Mohamed Nuur,Q4666127,2012-02-20,2012-11-04
Minister of Foreign Affairs,Fawzia Yusuf Adam,Q1100154,2012-11-04,2014-01-17
Minister of Foreign Affairs,Abdirahman Duale Bayle,Q108461921,2014,2015
Minister of Foreign Affairs,Abdirahman Beileh,Q16199176,2014-01-17,2015-01-27
Minister of Foreign Affairs,Abdisalan Hadliye Omar,Q108461922,2015,2017
Minister of Foreign Affairs,Abdisalam Omer,Q4665003,2015-01-27,2017-03-29
Minister of Foreign Affairs,Yusuf Garaad Omar,Q8061946,2017,2018
Minister of Foreign Affairs,Ahmed Isse Awad,Q60090110,2018,2020-11
Minister of Foreign Affairs,Mohamed Abdirizak Mohamud,Q107722495,2020-10-24,
Minister of Health and Social Care,Fawziya Abikar Nur,Q106618743,2017-03-21,
Minister of Humanitarian Affairs and Disaster Management,Khadija Mohamed Dirie,Q107722508,2020-10-24,
Minister of Information,Osman Dubbe,Q105627781,2017-03,
"Minister of Interior, Federal Affairs and Reconciliation",Mukhtar Hussien Afrah,Q107722500,2020-10-24,
Minister of Internal Security,Hassan Hundumey Jimale,Q107722516,2020-10-24,
Minister of Justice,Abdulkadir Mohamed Nur (Jama),Q107722532,2020-10-24,
Minister of Labour and Social Affairs,Duran Ahmed Farah,Q107722525,2020-10-24,
Minister of Livestock,Hussein Sheikh Mahmud Hussein,Q107722511,2020-10-24,
Minister of Petroleum and Mineral Resources,Abdirashid Mohamed Ahmed,Q23540881,2020-10-24,
"Minister of Planning, investment and Economic Development",Jamal Mohamed Hassan,Q19958039,2017-03-29,
Minister of Ports and Marine Transport,Maryan Aweys,Q107722506,2020-10-24,
Minister of Posts and Telecommunications,Abdi Sheikh Ahmed Roble,Q107722535,2020-10-24,
Minister of Public Works and Reconstruction,Mohamed Adam Moâ€™alim,Q107722502,2020-10-24,
Minister of Religious Affairs,Sheikh Nur Mohamed Hassan,Q107722496,2020-10-24,
Minister of Water and Energy,Hassan Abdi Nur,Q107722518,2020-10-24,
Minister of Women and Human Rights,Haniifa Mohamed Ibrahim,Q106614987,2020-10-24,
Minister of Youth and Sports,Hamza Said Hamza,Q107722521,2020-10-24,
Speaker of the House of the People,Adan Mohamed Nuur Madobe,Q2744150,2007-01-31,2010-05-25
Speaker of the House of the People,Muse Hassan Sheikh Sayid Abdulle,Q6940437,2012-08-20,2012-08-28
Speaker of the House of the People,Mohamed Osman Jawari,Q646182,2012-08-28,2018-04-09
Speaker of the House of the People,Mohamed Mursal Sheikh Abdurahman,Q6891386,2018-05-01,2022-04-27
Speaker of the House of the People,Abdisalam Ahmed Dhabancad,Q111747917,2022-04-16,2022-04-28
Speaker of the House of the People,Adan Mohamed Nuur Madobe,Q2744150,2022-04-28,
Speaker of the Upper House,Abdi Hashi Abdilahi,Q109745153,2017-01-22,
Governor of the Central Bank,Bashir Isse,Q16730084,2006,2010
Governor of the Central Bank,Bashir Isse,Q16730084,2013-11-27,2019-04-04
Governor of the Central Bank,Abdirahman Mohamed Abdullahi,Q109875944,2019-04,
Chief of Defence Force,Odowaa Yusuf Rageh,Q86377062,2019-08-27,
ambassador to Italy,Nur Hassan Hussein,Q451302,2009-06,2020-04-01
